path,title_len,meta_len,h1_count,h2_count,h3_count,word_count,canonical,canonical_ok,canonical_abs,robots,is_noindex,has_og_image,og_image_abs,img_count,img_missing_wh,img_missing_alt,amazon_img_count,amazon_missing_wh,img_lazy,img_non_lazy,blog_out_links,app_links,external_links,indegree,click_depth,in_sitemap,broken_blog_links,weak_anchor_count,anchor_count,cta_anchor_count,has_blogposting,has_breadcrumb_schema,has_preconnect
/blog/recuperar-ganas-de-correr,54,143,1,8,19,2450,https://www.correrjuntos.com/blog/recuperar-ganas-de-correr,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,13,4,18,2,1,0,,5,53,1,1,1,1
/blog/ritmo-para-principiantes-running,53,141,1,12,4,1817,https://www.correrjuntos.com/blog/ritmo-para-principiantes-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,12,4,10,12,1,0,,3,48,1,1,1,1
/blog/rodilla-del-corredor,64,155,1,14,35,4326,https://www.correrjuntos.com/blog/rodilla-del-corredor,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,14,5,11,12,1,1,,3,48,2,1,1,1
/blog/rodillo-vs-pistola-masaje-recuperacion,58,142,1,11,28,2951,https://www.correrjuntos.com/blog/rodillo-vs-pistola-masaje-recuperacion,1,1,"index, follow",0,1,1,23,0,1,0,0,21,2,7,5,54,3,1,0,/blog/estiramientos-despues-correr,4,66,2,1,1,0
/blog/ropa-correr-segun-temperatura,59,103,1,11,13,3410,https://www.correrjuntos.com/blog/ropa-correr-segun-temperatura,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,11,4,13,2,1,0,,3,46,1,1,1,1
/blog/ropa-tecnica-running,62,145,1,12,17,3111,https://www.correrjuntos.com/blog/ropa-tecnica-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,13,5,26,46,1,1,,3,71,2,1,1,1
/blog/salomon-speedcross-6-vs-hoka-speedgoat-6,64,144,1,12,11,1989,https://www.correrjuntos.com/blog/salomon-speedcross-6-vs-hoka-speedgoat-6,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,6,5,19,2,1,1,,3,52,2,1,1,1
/blog/sandbag-lunges-hyrox,54,145,1,10,15,1834,https://www.correrjuntos.com/blog/sandbag-lunges-hyrox,1,1,"index, follow",0,1,1,14,0,1,0,0,12,2,8,5,36,3,1,0,,4,57,2,1,1,0
/blog/seguridad-correr-con-desconocidos,53,154,1,11,26,2516,https://www.correrjuntos.com/blog/seguridad-correr-con-desconocidos,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,13,5,16,12,1,0,,5,53,2,1,1,1
/blog/seguridad-trail-running,65,150,1,12,13,1448,https://www.correrjuntos.com/blog/seguridad-trail-running,1,1,"index, follow",0,1,1,3,0,1,0,0,1,2,16,5,14,16,1,0,,3,53,2,1,1,1
